image_name,class_label
8188,not_call_phone
8189,not_call_phone
8190,not_call_phone
8191,not_call_phone
8192,not_call_phone
8193,not_call_phone
8194,not_call_phone
8195,not_call_phone
8196,not_call_phone
8197,call_phone
8198,not_call_phone
8199,call_phone
8200,not_call_phone
8201,not_call_phone
8202,not_call_phone
8203,not_call_phone
8204,not_call_phone
8205,not_call_phone
8206,not_call_phone
8207,not_call_phone
8208,not_call_phone
8209,not_call_phone
8210,not_call_phone
8211,not_call_phone
8212,not_call_phone
8213,not_call_phone
8214,not_call_phone
8215,not_call_phone
8216,not_call_phone
8217,not_call_phone
8218,not_call_phone
8219,not_call_phone
8220,not_call_phone
8221,not_call_phone
8222,not_call_phone
8223,not_call_phone
8224,not_call_phone
8225,not_call_phone
8226,not_call_phone
8227,not_call_phone
8228,not_call_phone
8229,not_call_phone
8230,not_call_phone
8231,not_call_phone
8232,not_call_phone
8233,not_call_phone
8234,not_call_phone
8235,not_call_phone
8236,not_call_phone
8237,not_call_phone
8238,not_call_phone
8239,not_call_phone
8240,not_call_phone
8241,not_call_phone
8242,not_call_phone
8243,not_call_phone
8244,not_call_phone
8245,not_call_phone
8246,not_call_phone
8247,not_call_phone
8248,not_call_phone
8249,not_call_phone
8250,not_call_phone
8251,not_call_phone
8252,not_call_phone
8253,not_call_phone
8254,not_call_phone
8255,call_phone
8256,not_call_phone
8257,not_call_phone
8258,not_call_phone
8259,not_call_phone
8260,not_call_phone
8261,not_call_phone
8262,not_call_phone
8263,not_call_phone
8264,not_call_phone
8265,not_call_phone
8266,not_call_phone
8267,not_call_phone
8268,not_call_phone
8269,not_call_phone
8270,not_call_phone
8271,not_call_phone
8272,not_call_phone
mul_8000,not_call_phone
